set L := i1 i2 i3 i4 i5 i6 i7 i8 i9 i10 i11 i12 i13 i14 i15 i16 i17 i18 i19 i20 i21 i22 i23 i24 i25 i26 i27 i28 F101 F102 F103 F104 F105 F106 F107 F108 F109 F110 k1 k2 k3 k4 k5 k6 k7 k8 k9 k10 k11 k12 k13 k14 k15 k16 k17 k18 k19 k20 k21 k22 k23 k24 k25 k26 k27 k28 k29 k30 k31 k32 k33 k34 k35 k36 k37 k38 k39 k40 k41 k42 k43 k44 k45 k46 k47 k48 k49 k50 k51 k52 k53 k54 k55 k56 k57 k58 k59 k60 k61 k62 k63 k64 k65 k66 k67 k68 k69 k70 k71 k72 k73 k74 k75 k76;
set I := i1 i2 i3 i4 i5 i6 i7 i8 i9 i10 i11 i12 i13 i14 i15 i16 i17 i18 i19 i20 i21 i22 i23 i24 i25 i26 i27 i28;
set J := F101 F102 F103 F104 F105 F106 F107 F108 F109 F110;
set K := k1 k2 k3 k4 k5 k6 k7 k8 k9 k10 k11 k12 k13 k14 k15 k16 k17 k18 k19 k20 k21 k22 k23 k24 k25 k26 k27 k28 k29 k30 k31 k32 k33 k34 k35 k36 k37 k38 k39 k40 k41 k42 k43 k44 k45 k46 k47 k48 k49 k50 k51 k52 k53 k54 k55 k56 k57 k58 k59 k60 k61 k62 k63 k64 k65 k66 k67 k68 k69 k70 k71 k72 k73 k74 k75 k76;
set S := small medium large;
set T := deliver return both;
set F := ingest both;
set MaxH := 2;

param Max_Capital_Cost:= 15000000;  #capital investing $ given
param Mile_Cost:= 4;  #mile cost in $ per mile
param Truck_Size:= 6000;  #the max size of a truck in packages
param Load_Cost:= 50;  #the loading cost per truck in $
param Unload_Cost:= 50;  #the unloading cost per truck in $
param Hops:= 2;  #number of hops allowed
param Fixed_Trucks_Cost:= 550; #the min trans cost per truck in $

param capital:= 
k18 i22 245
k18 i23 2144
k18 i24 199
k18 i25 486
k18 i26 368
k18 i27 234
k18 i28 1191
k18 F101 182
k18 F102 425
k18 F103 103
k18 F104 303
k18 F105 165
k18 F106 193
k18 F107 203
k18 F108 314
k18 F109 364
k18 F110 272
k18 k1 325
k18 k2 320
k18 k3 316
k18 k4 698
k18 k5 393
k18 k6 282
k18 k7 395
k18 k8 361
k18 k9 403
k18 k10 378
k18 k11 67
k18 k12 261
k18 k13 331
k18 k14 388
k18 k15 273
k18 k16 422
k18 k17 274
k18 k18 0
k18 k19 440
k18 k20 424
k18 k21 392
k18 k22 362
k18 k23 345
k18 k24 319
k18 k25 294
k18 k26 282
k18 k27 275
k18 k28 282
k18 k29 279
k18 k30 236
k18 k31 209
k18 k32 236
k18 k33 176
k18 k34 286
k18 k35 175
k18 k36 287
k18 k37 308
k18 k38 299
k18 k39 292
k18 k40 293
k18 k41 302
k18 k42 281
k18 k43 403
k18 k44 176
k18 k45 399
k18 k46 375
k18 k47 138
k18 k48 517
k18 k49 399
k18 k50 332
k18 k51 288
k18 k52 286
k18 k53 332
k18 k54 295
k18 k55 282
k18 k56 264
k18 k57 215
k18 k58 177
k18 k59 164
k18 k60 294
k18 k61 285
k18 k62 150
k18 k63 107
k18 k64 407
k18 k65 408
k18 k66 79
k18 k67 303
k18 k68 272
k18 k69 257
k18 k70 386
k18 k71 312
k18 k72 292
k18 k73 39
k18 k74 310
k18 k75 148
k18 k76 144
k19 i1 504
k19 i2 134
k19 i3 409
k19 i4 234
k19 i5 558
k19 i6 267
k19 i7 325
k19 i8 271
k19 i9 298
k19 i10 301
k19 i11 296
k19 i12 365
k19 i13 387
k19 i14 191
k19 i15 242
k19 i16 1313
k19 i17 335
k19 i18 461
k19 i19 222
k19 i20 279
k19 i21 297
k19 i22 198
k19 i23 2299
k19 i24 300
k19 i25 103
k19 i26 484
k19 i27 228
k19 i28 1193
k19 F101 263
k19 F102 625
k19 F103 378
k19 F104 148
k19 F105 352
k19 F106 368
k19 F107 333
k19 F108 447
k19 F109 412
k19 F110 193
k19 k1 412
k19 k2 306
k19 k3 355
k19 k4 504
k19 k5 475
k19 k6 246
k19 k7 558
k19 k8 438
k19 k9 541
k19 k10 79
k19 k11 441
k19 k12 422
k19 k13 514
k19 k14 431
k19 k15 234
k19 k16 38
k19 k17 181
k19 k18 440
k19 k19 0
k19 k20 16
k19 k21 204
k19 k22 104
k19 k23 310
k19 k24 134
k19 k25 145
k19 k26 159
k19 k27 169
k19 k28 191
k19 k29 222
k19 k30 222
k19 k31 237
k19 k32 252
k19 k33 319
k19 k34 279
k19 k35 338
k19 k36 287
k19 k37 304
k19 k38 300
k19 k39 297
k19 k40 319
k19 k41 325
k19 k42 375
k19 k43 456
k19 k44 374
k19 k45 471
k19 k46 494
k19 k47 428
k19 k48 675
k19 k49 64
k19 k50 151
k19 k51 152
k19 k52 153
k19 k53 202
k19 k54 193
k19 k55 222
k19 k56 224
k19 k57 324
k19 k58 279
k19 k59 279
k19 k60 293
k19 k61 303
k19 k62 357
k19 k63 365
k19 k64 440
k19 k65 518
k19 k66 435
k19 k67 550
k19 k68 318
k19 k69 372
k19 k70 98
k19 k71 166
k19 k72 302
k19 k73 401
k19 k74 178
k19 k75 312
k19 k76 397
k20 i1 500
k20 i2 122
k20 i3 392
k20 i4 224
k20 i5 543
k20 i6 251
k20 i7 308
k20 i8 261
k20 i9 290
k20 i10 294
k20 i11 288
k20 i12 349
k20 i13 380
k20 i14 180
k20 i15 230
k20 i16 1307
k20 i17 327
k20 i18 455
k20 i19 209
k20 i20 271
k20 i21 280
k20 i22 183
k20 i23 2287
k20 i24 288
k20 i25 105
k20 i26 477
k20 i27 215
k20 i28 1185
k20 F101 247
k20 F102 617
k20 F103 364
k20 F104 131
k20 F105 335
k20 F106 351
k20 F107 322
k20 F108 440
k20 F109 407
k20 F110 181
k20 k1 405
k20 k2 300
k20 k3 348
k20 k4 500
k20 k5 470
k20 k6 237
k20 k7 543
k20 k8 432
k20 k9 534
k20 k10 63
k20 k11 426
k20 k12 413
k20 k13 506
k20 k14 426
k20 k15 224
k20 k16 39
k20 k17 168
k20 k18 424
k20 k19 16
k20 k20 0
k20 k21 191
k20 k22 88
k20 k23 296
k20 k24 122
k20 k25 129
k20 k26 144
k20 k27 155
k20 k28 180
k20 k29 212
k20 k30 209
k20 k31 223
k20 k32 240
k20 k33 302
k20 k34 271
k20 k35 321
k20 k36 279
k20 k37 297
k20 k38 293
k20 k39 289
k20 k40 311
k20 k41 318
k20 k42 367
k20 k43 452
k20 k44 362
k20 k45 466
k20 k46 488
k20 k47 414
k20 k48 669
k20 k49 49
k20 k50 135
k20 k51 136
k20 k52 137
k20 k53 196
k20 k54 183
k20 k55 213
k20 k56 213
k20 k57 307
k20 k58 262
k20 k59 263
k20 k60 285
k20 k61 295
k20 k62 341
k20 k63 349
k20 k64 436
k20 k65 512
k20 k66 420
k20 k67 540
k20 k68 309
k20 k69 362
k20 k70 84
k20 k71 156
k20 k72 294
k20 k73 385
k20 k74 161
k20 k75 298
k20 k76 384
k21 i1 348
k21 i2 235
k21 i3 242
k21 i4 326
k21 i5 370
k21 i6 252
k21 i7 228
k21 i8 357
k21 i9 406
k21 i10 411
k21 i11 399
k21 i12 289
k21 i13 490
k21 i14 279
k21 i15 303
k21 i16 1129
k21 i17 431
k21 i18 565
k21 i19 275
k21 i20 381
k21 i21 211
k21 i22 236
k21 i23 2095
k21 i24 351
k21 i25 154
k21 i26 586
k21 i27 283
k21 i28 999
k21 F101 222
k21 F102 709
k21 F103 381
k21 F104 141
k21 F105 245
k21 F106 241
k21 F107 389
k21 F108 537
k21 F109 529
k21 F110 272
k21 k1 513
k21 k2 422
k21 k3 462
k21 k4 348
k21 k5 588
k21 k6 345
k21 k7 370
k21 k8 548
k21 k9 641
k21 k10 138
k21 k11 425
k21 k12 495
k21 k13 594
k21 k14 552
k21 k15 326
k21 k16 227
k21 k17 253
k21 k18 392
k21 k19 204
k21 k20 191
k21 k21 0
k21 k22 119
k21 k23 118
k21 k24 235
k21 k25 183
k21 k26 213
k21 k27 228
k21 k28 279
k21 k29 316
k21 k30 275
k21 k31 264
k21 k32 319
k21 k33 221
k21 k34 381
k21 k35 230
k21 k36 388
k21 k37 414
k21 k38 407
k21 k39 400
k21 k40 420
k21 k41 431
k21 k42 464
k21 k43 577
k21 k44 415
k21 k45 587
k21 k46 596
k21 k47 446
k21 k48 779
k21 k49 143
k21 k50 94
k21 k51 190
k21 k52 192
k21 k53 330
k21 k54 294
k21 k55 319
k21 k56 307
k21 k57 197
k21 k58 218
k21 k59 242
k21 k60 397
k21 k61 403
k21 k62 257
k21 k63 289
k21 k64 566
k21 k65 626
k21 k66 425
k21 k67 608
k21 k68 410
k21 k69 451
k21 k70 109
k21 k71 276
k21 k72 405
k21 k73 361
k21 k74 97
k21 k75 325
k21 k76 421
k22 i1 458
k22 i2 121
k22 i3 304
k22 i4 221
k22 i5 455
k22 i6 194
k22 i7 228
k22 i8 256
k22 i9 299
k22 i10 303
k22 i11 293
k22 i12 276
k22 i13 386
k22 i14 173
k22 i15 209
k22 i16 1248
k22 i17 329
k22 i18 463
k22 i19 182
k22 i20 275
k22 i21 201
k22 i22 146
k22 i23 2207
k22 i24 264
k22 i25 124
k22 i26 484
k22 i27 190
k22 i28 1118
k22 F101 180
k22 F102 616
k22 F103 320
k22 F104 59
k22 F105 254
k22 F106 267
k22 F107 302
k22 F108 439
k22 F109 421
k22 F110 168
k22 k1 411
k22 k2 313
k22 k3 357
k22 k4 458
k22 k5 483
k22 k6 239
k22 k7 455
k22 k8 443
k22 k9 541
k22 k10 24
k22 k11 376
k22 k12 403
k22 k13 501
k22 k14 444
k22 k15 221
k22 k16 116
k22 k17 150
k22 k18 362
k22 k19 104
k22 k20 88
k22 k21 119
k22 k22 0
k22 k23 211
k22 k24 121
k22 k25 84
k22 k26 112
k22 k27 127
k22 k28 173
k22 k29 210
k22 k30 182
k22 k31 183
k22 k32 223
k22 k33 222
k22 k34 275
k22 k35 239
k22 k36 283
k22 k37 307
k22 k38 300
k22 k39 295
k22 k40 316
k22 k41 325
k22 k42 365
k22 k43 469
k22 k44 335
k22 k45 481
k22 k46 495
k22 k47 379
k22 k48 678
k22 k49 42
k22 k50 47
k22 k51 92
k22 k52 94
k22 k53 216
k22 k54 184
k22 k55 212
k22 k56 204
k22 k57 222
k22 k58 189
k22 k59 198
k22 k60 291
k22 k61 298
k22 k62 261
k22 k63 276
k22 k64 456
k22 k65 523
k22 k66 373
k22 k67 525
k22 k68 309
k22 k69 356
k22 k70 25
k22 k71 163
k22 k72 300
k22 k73 325
k22 k74 74
k22 k75 256
k22 k76 350
k23 i1 353
k23 i2 301
k23 i3 131
k23 i4 369
k23 i5 252
k23 i6 252
k23 i7 178
k23 i8 392
k23 i9 448
k23 i10 452
k23 i11 439
k23 i12 238
k23 i13 521
k23 i14 329
k23 i15 333
k23 i16 1074
k23 i17 464
k23 i18 592
k23 i19 308
k23 i20 421
k23 i21 176
k23 i22 272
k23 i23 1998
k23 i24 368
k23 i25 272
k23 i26 611
k23 i27 315
k23 i28 930
k23 F101 216
k23 F102 718
k23 F103 365
k23 F104 200
k23 F105 180
k23 F106 160
k23 F107 404
k23 F108 557
k23 F109 565
k23 F110 319
k23 k1 542
k23 k2 466
k23 k3 498
k23 k4 353
k23 k5 620
k23 k6 389
k23 k7 252
k23 k8 579
k23 k9 663
k23 k10 235
k23 k11 393
k23 k12 509
k23 k13 605
k23 k14 590
k23 k15 369
k23 k16 327
k23 k17 301
k23 k18 345
k23 k19 310
k23 k20 296
k23 k21 118
k23 k22 211
k23 k23 0
k23 k24 301
k23 k25 240
k23 k26 265
k23 k27 277
k23 k28 329
k23 k29 362
k23 k30 308
k23 k31 285
k23 k32 351
k23 k33 171
k23 k34 421
k23 k35 169
k23 k36 428
k23 k37 456
k23 k38 447
k23 k39 440
k23 k40 457
k23 k41 468
k23 k42 490
k23 k43 614
k23 k44 418
k23 k45 621
k23 k46 621
k23 k47 432
k23 k48 797
k23 k49 246
k23 k50 167
k23 k51 244
k23 k52 245
k23 k53 391
k23 k54 347
k23 k55 365
k23 k56 349
k23 k57 129
k23 k58 199
k23 k59 231
k23 k60 438
k23 k61 440
k23 k62 195
k23 k63 238
k23 k64 606
k23 k65 653
k23 k66 397
k23 k67 606
k23 k68 442
k23 k69 472
k23 k70 211
k23 k71 336
k23 k72 444
k23 k73 322
k23 k74 149
k23 k75 325
k23 k76 414
k24 i1 579
k24 i2 0
k24 i3 359
k24 i4 105
k24 i5 520
k24 i6 151
k24 i7 240
k24 i8 141
k24 i9 179
k24 i10 183
k24 i11 174
k24 i12 263
k24 i13 268
k24 i14 58
k24 i15 107
k24 i16 1362
k24 i17 211
k24 i18 344
k24 i19 89
k24 i20 156
k24 i21 211
k24 i22 73
k24 i23 2295
k24 i24 165
k24 i25 219
k24 i26 366
k24 i27 94
k24 i28 1227
k24 F101 161
k24 F102 501
k24 F103 247
k24 F104 101
k24 F105 269
k24 F106 295
k24 F107 199
k24 F108 323
k24 F109 301
k24 F110 58
k24 k1 293
k24 k2 192
k24 k3 237
k24 k4 579
k24 k5 363
k24 k6 121
k24 k7 520
k24 k8 323
k24 k9 423
k24 k10 113
k24 k11 311
k24 k12 292
k24 k13 388
k24 k14 323
k24 k15 105
k24 k16 107
k24 k17 47
k24 k18 319
k24 k19 134
k24 k20 122
k24 k21 235
k24 k22 121
k24 k23 301
k24 k24 0
k24 k25 60
k24 k26 44
k24 k27 45
k24 k28 58
k24 k29 93
k24 k30 89
k24 k31 109
k24 k32 118
k24 k33 236
k24 k34 156
k24 k35 257
k24 k36 164
k24 k37 187
k24 k38 180
k24 k39 176
k24 k40 197
k24 k41 206
k24 k42 250
k24 k43 348
k24 k44 239
k24 k45 360
k24 k46 377
k24 k47 293
k24 k48 560
k24 k49 127
k24 k50 142
k24 k51 59
k24 k52 58
k24 k53 95
k24 k54 65
k24 k55 94
k24 k56 91
k24 k57 259
k24 k58 184
k24 k59 171
k24 k60 172
k24 k61 180
k24 k62 269
k24 k63 263
k24 k64 335
k24 k65 404
k24 k66 304
k24 k67 419
k24 k68 192
k24 k69 243
k24 k70 142
k24 k71 42
k24 k72 180
k24 k73 279
k24 k74 153
k24 k75 181
k24 k76 262
k25 i1 531
k25 i2 60
k25 i3 300
k25 i4 142
k25 i5 460
k25 i6 121
k25 i7 189
k25 i8 175
k25 i9 223
k25 i10 227
k25 i11 216
k25 i12 222
k25 i13 307
k25 i14 96
k25 i15 125
k25 i16 1305
k25 i17 249
k25 i18 383
k25 i19 98
k25 i20 197
k25 i21 160
k25 i22 62
k25 i23 2234
k25 i24 180
k25 i25 203
k25 i26 404
k25 i27 106
k25 i28 1168
k25 F101 119
k25 F102 533
k25 F103 240
k25 F104 43
k25 F105 218
k25 F106 241
k25 F107 217
k25 F108 357
k25 F109 345
k25 F110 88
k25 k1 331
k25 k2 239
k25 k3 279
k25 k4 531
k25 k5 405
k25 k6 162
k25 k7 460
k25 k8 365
k25 k9 460
k25 k10 90
k25 k11 299
k25 k12 320
k25 k13 418
k25 k14 369
k25 k15 142
k25 k16 133
k25 k17 69
k25 k18 294
k25 k19 145
k25 k20 129
k25 k21 183
k25 k22 84
k25 k23 240
k25 k24 60
k25 k25 0
k25 k26 30
k25 k27 45
k25 k28 96
k25 k29 133
k25 k30 98
k25 k31 100
k25 k32 140
k25 k33 184
k25 k34 197
k25 k35 205
k25 k36 205
k25 k37 231
k25 k38 223
k25 k39 217
k25 k40 237
k25 k41 248
k25 k42 284
k25 k43 394
k25 k44 251
k25 k45 404
k25 k46 415
k25 k47 296
k25 k48 598
k25 k49 110
k25 k50 88
k25 k51 7
k25 k52 10
k25 k53 151
k25 k54 111
k25 k55 135
k25 k56 124
k25 k57 202
k25 k58 137
k25 k59 134
k25 k60 214
k25 k61 220
k25 k62 220
k25 k63 222
k25 k64 383
k25 k65 444
k25 k66 295
k25 k67 441
k25 k68 228
k25 k69 273
k25 k70 110
k25 k71 96
k25 k72 222
k25 k73 255
k25 k74 94
k25 k75 174
k25 k76 267
k26 i1 561
k26 i2 44
k26 i3 316
k26 i4 112
k26 i5 477
k26 i6 111
k26 i7 195
k26 i8 145
k26 i9 193
k26 i10 197
k26 i11 186
k26 i12 220
k26 i13 277
k26 i14 66
k26 i15 96
k26 i16 1333
k26 i17 219
k26 i18 353
k26 i19 70
k26 i20 167
k26 i21 166
k26 i22 38
k26 i23 2254
k26 i24 152
k26 i25 227
k26 i26 374
k26 i27 78
k26 i28 1195
k26 F101 117
k26 F102 504
k26 F103 220
k26 F104 72
k26 F105 224
k26 F106 250
k26 F107 189
k26 F108 328
k26 F109 315
k26 F110 58
k26 k1 301
k26 k2 209
k26 k3 249
k26 k4 561
k26 k5 375
k26 k6 132
k26 k7 477
k26 k8 335
k26 k9 431
k26 k10 114
k26 k11 281
k26 k12 291
k26 k13 388
k26 k14 339
k26 k15 112
k26 k16 140
k26 k17 39
k26 k18 282
k26 k19 159
k26 k20 144
k26 k21 213
k26 k22 112
k26 k23 265
k26 k24 44
k26 k25 30
k26 k26 0
k26 k27 15
k26 k28 66
k26 k29 103
k26 k30 70
k26 k31 78
k26 k32 111
k26 k33 191
k26 k34 167
k26 k35 212
k26 k36 175
k26 k37 201
k26 k38 193
k26 k39 187
k26 k40 207
k26 k41 218
k26 k42 254
k26 k43 364
k26 k44 224
k26 k45 374
k26 k46 385
k26 k47 273
k26 k48 568
k26 k49 133
k26 k50 118
k26 k51 23
k26 k52 21
k26 k53 125
k26 k54 82
k26 k55 106
k26 k56 94
k26 k57 215
k26 k58 139
k26 k59 129
k26 k60 184
k26 k61 190
k26 k62 224
k26 k63 220
k26 k64 353
k26 k65 414
k26 k66 276
k26 k67 413
k26 k68 198
k26 k69 243
k26 k70 137
k26 k71 71
k26 k72 192
k26 k73 243
k26 k74 122
k26 k75 153
k26 k76 243
k27 i1 576
k27 i2 45
k27 i3 323
k27 i4 98
k27 i5 484
k27 i6 106
k27 i7 197
k27 i8 130
k27 i9 178
k27 i10 183
k27 i11 171
k27 i12 218
k27 i13 262
k27 i14 53
k27 i15 81
k27 i16 1347
k27 i17 204
k27 i18 338
k27 i19 56
k27 i20 153
k27 i21 170
k27 i22 29
k27 i23 2263
k27 i24 138
k27 i25 241
k27 i26 359
k27 i27 63
k27 i28 1207
k27 F101 117
k27 F102 488
k27 F103 209
k27 F104 86
k27 F105 226
k27 F106 254
k27 F107 175
k27 F108 312
k27 F109 301
k27 F110 44
k27 k1 286
k27 k2 195
k27 k3 234
k27 k4 576
k27 k5 360
k27 k6 117
k27 k7 484
k27 k8 320
k27 k9 415
k27 k10 129
k27 k11 272
k27 k12 275
k27 k13 373
k27 k14 324
k27 k15 98
k27 k16 147
k27 k17 25
k27 k18 275
k27 k19 169
k27 k20 155
k27 k21 228
k27 k22 127
k27 k23 277
k27 k24 45
k27 k25 45
k27 k26 15
k27 k27 0
k27 k28 53
k27 k29 89
k27 k30 56
k27 k31 68
k27 k32 96
k27 k33 194
k27 k34 153
k27 k35 215
k27 k36 160
k27 k37 187
k27 k38 179
k27 k39 172
k27 k40 192
k27 k41 203
k27 k42 239
k27 k43 350
k27 k44 211
k27 k45 359
k27 k46 370
k27 k47 260
k27 k48 553
k27 k49 147
k27 k50 133
k27 k51 38
k27 k52 35
k27 k53 114
k27 k54 70
k27 k55 91
k27 k56 79
k27 k57 220
k27 k58 141
k27 k59 127
k27 k60 169
k27 k61 175
k27 k62 226
k27 k63 218
k27 k64 339
k27 k65 399
k27 k66 265
k27 k67 398
k27 k68 183
k27 k69 228
k27 k70 152
k27 k71 62
k27 k72 177
k27 k73 236
k27 k74 136
k27 k75 142
k27 k76 230
k28 i1 627
k28 i2 58
k28 i3 368
k28 i4 48
k28 i5 529
k28 i6 130
k28 i7 235
k28 i8 83
k28 i9 127
k28 i10 131
k28 i11 120
k28 i12 244
k28 i13 213
k28 i14 0
k28 i15 54
k28 i16 1400
k28 i17 155
k28 i18 289
k28 i19 46
k28 i20 102
k28 i21 209
k28 i22 61
k28 i23 2311
k28 i24 110
k28 i25 277
k28 i26 311
k28 i27 47
k28 i28 1260
k28 F101 152
k28 F102 444
k28 F103 200
k28 F104 139
k28 F105 263
k28 F106 294
k28 F107 142
k28 F108 267
k28 F109 249
k28 F110 12
k28 k1 238
k28 k2 142
k28 k3 184
k28 k4 627
k28 k5 310
k28 k6 66
k28 k7 529
k28 k8 270
k28 k9 367
k28 k10 169
k28 k11 266
k28 k12 234
k28 k13 330
k28 k14 272
k28 k15 48
k28 k16 161
k28 k17 28
k28 k18 282
k28 k19 191
k28 k20 180
k28 k21 279
k28 k22 173
k28 k23 329
k28 k24 58
k28 k25 96
k28 k26 66
k28 k27 53
k28 k28 0
k28 k29 37
k28 k30 46
k28 k31 78
k28 k32 61
k28 k33 233
k28 k34 102
k28 k35 254
k28 k36 109
k28 k37 135
k28 k38 127
k28 k39 121
k28 k40 142
k28 k41 152
k28 k42 193
k28 k43 298
k28 k44 183
k28 k45 308
k28 k46 321
k28 k47 240
k28 k48 505
k28 k49 184
k28 k50 185
k28 k51 90
k28 k52 88
k28 k53 65
k28 k54 18
k28 k55 39
k28 k56 33
k28 k57 264
k28 k58 177
k28 k59 156
k28 k60 118
k28 k61 125
k28 k62 260
k28 k63 244
k28 k64 286
k28 k65 350
k28 k66 257
k28 k67 361
k28 k68 135
k28 k69 185
k28 k70 197
k28 k71 30
k28 k72 126
k28 k73 243
k28 k74 189
k28 k75 136
k28 k76 209
k29 i1 664
k29 i2 93
k29 i3 393
k29 i4 12
k29 i5 554
k29 i6 145
k29 i7 255
k29 i8 49
k29 i9 89
k29 i10 94
k29 i11 83
k29 i12 256
k29 i13 176
k29 i14 37
k29 i15 48
k29 i16 1434
k29 i17 118
k29 i18 252
k29 i19 60
k29 i20 64
k29 i21 231
k29 i22 90
k29 i23 2337
k29 i24 90
k29 i25 312
k29 i26 273
k29 i27 55
k29 i28 1293
k29 F101 173
k29 F102 408
k29 F103 188
k29 F104 175
k29 F105 282
k29 F106 315
k29 F107 115
k29 F108 230
k29 F109 212
k29 F110 44
k29 k1 200
k29 k2 106
k29 k3 146
k29 k4 664
k29 k5 272
k29 k6 29
k29 k7 554
k29 k8 233
k29 k9 330
k29 k10 206
k29 k11 254
k29 k12 200
k29 k13 294
k29 k14 235
k29 k15 12
k29 k16 189
k29 k17 63
k29 k18 279
k29 k19 222
k29 k20 212
k29 k21 316
k29 k22 210
k29 k23 362
k29 k24 93
k29 k25 133
k29 k26 103
k29 k27 89
k29 k28 37
k29 k29 0
k29 k30 60
k29 k31 92
k29 k32 43
k29 k33 254
k29 k34 64
k29 k35 274
k29 k36 72
k29 k37 98
k29 k38 90
k29 k39 84
k29 k40 105
k29 k41 115
k29 k42 156
k29 k43 261
k29 k44 158
k29 k45 271
k29 k46 284
k29 k47 219
k29 k48 467
k29 k49 220
k29 k50 222
k29 k51 126
k29 k52 124
k29 k53 52
k29 k54 29
k29 k55 3
k29 k56 16
k29 k57 289
k29 k58 198
k29 k59 173
k29 k60 81
k29 k61 88
k29 k62 277
k29 k63 256
k29 k64 249
k29 k65 312
k29 k66 244
k29 k67 328
k29 k68 99
k29 k69 150
k29 k70 234
k29 k71 55
k29 k72 89
k29 k73 242
k29 k74 224
k29 k75 131
k29 k76 188
k30 i1 623
k30 i2 89
k30 i3 333
k30 i4 62
k30 i5 493
k30 i6 85
k30 i7 195
k30 i8 84
k30 i9 139
k30 i10 144
k30 i11 130
k30 i12 199
k30 i13 216
k30 i14 46
k30 i15 27
k30 i16 1382
k30 i17 158
k30 i18 290
k30 i19 0
k30 i20 113
k30 i21 170
k30 i22 38
k30 i23 2276
k30 i24 82
k30 i25 297
k30 i26 311
k30 i27 8
k30 i28 1237
k30 F101 112
k30 F102 436
k30 F103 158
k30 F104 135
k30 F105 222
k30 F106 255
k30 F107 119
k30 F108 261
k30 F109 258
k30 F110 36
k30 k1 239
k30 k2 158
k30 k3 191
k30 k4 623
k30 k5 315
k30 k6 82
k30 k7 493
k30 k8 275
k30 k9 366
k30 k10 185
k30 k11 223
k30 k12 222
k30 k13 320
k30 k14 283
k30 k15 62
k30 k16 196
k30 k17 41
k30 k18 236
k30 k19 222
k30 k20 209
k30 k21 275
k30 k22 182
k30 k23 308
k30 k24 89
k30 k25 98
k30 k26 70
k30 k27 56
k30 k28 46
k30 k29 60
k30 k30 0
k30 k31 32
k30 k32 44
k30 k33 194
k30 k34 113
k30 k35 214
k30 k36 119
k30 k37 148
k30 k38 139
k30 k39 131
k30 k40 149
k30 k41 160
k30 k42 189
k30 k43 307
k30 k44 154
k30 k45 315
k30 k46 321
k30 k47 205
k30 k48 503
k30 k49 203
k30 k50 182
k30 k51 90
k30 k52 88
k30 k53 107
k30 k54 62
k30 k55 63
k30 k56 44
k30 k57 229
k30 k58 138
k30 k59 113
k30 k60 129
k30 k61 131
k30 k62 218
k30 k63 199
k30 k64 298
k30 k65 352
k30 k66 215
k30 k67 342
k30 k68 136
k30 k69 176
k30 k70 208
k30 k71 76
k30 k72 135
k30 k73 197
k30 k74 179
k30 k75 93
k30 k76 175
k31 i1 610
k31 i2 109
k31 i3 302
k31 i4 93
k31 i5 462
k31 i6 52
k31 i7 162
k31 i8 108
k31 i9 165
k31 i10 170
k31 i11 155
k31 i12 166
k31 i13 235
k31 i14 78
k31 i15 50
k31 i16 1359
k31 i17 178
k31 i18 308
k31 i19 32
k31 i20 139
k31 i21 139
k31 i22 39
k31 i23 2245
k31 i24 87
k31 i25 304
k31 i26 327
k31 i27 36
k31 i28 1213
k31 F101 81
k31 F102 445
k31 F103 141
k31 F104 129
k31 F105 189
k31 F106 223
k31 F107 125
k31 F108 275
k31 F109 279
k31 F110 66
k31 k1 257
k31 k2 185
k31 k3 213
k31 k4 610
k31 k5 334
k31 k6 112
k31 k7 462
k31 k8 294
k31 k9 381
k31 k10 190
k31 k11 203
k31 k12 231
k31 k13 330
k31 k14 305
k31 k15 93
k31 k16 215
k31 k17 65
k31 k18 209
k31 k19 237
k31 k20 223
k31 k21 264
k31 k22 183
k31 k23 285
k31 k24 109
k31 k25 100
k31 k26 78
k31 k27 68
k31 k28 78
k31 k29 92
k31 k30 32
k31 k31 0
k31 k32 66
k31 k33 162
k31 k34 139
k31 k35 182
k31 k36 145
k31 k37 174
k31 k38 164
k31 k39 156
k31 k40 172
k31 k41 184
k31 k42 205
k31 k43 329
k31 k44 153
k31 k45 335
k31 k46 337
k31 k47 196
k31 k48 517
k31 k49 210
k31 k50 174
k31 k51 92
k31 k52 90
k31 k53 140
k31 k54 94
k31 k55 95
k31 k56 75
k31 k57 199
k31 k58 106
k31 k59 80
k31 k60 155
k31 k61 155
k31 k62 185
k31 k63 166
k31 k64 321
k31 k65 369
k31 k66 197
k31 k67 346
k31 k68 157
k31 k69 189
k31 k70 209
k31 k71 106
k31 k72 160
k31 k73 170
k31 k74 166
k31 k75 75
k31 k76 167
k32 i1 668
k32 i2 118
k32 i3 368
k32 i4 36
k32 i5 527
k32 i6 114
k32 i7 226
k32 i8 41
k32 i9 98
k32 i10 103
k32 i11 88
k32 i12 219
k32 i13 171
k32 i14 61
k32 i15 17
k32 i16 1425
k32 i17 113
k32 i18 246
k32 i19 44
k32 i20 72
k32 i21 204
k32 i22 83
k32 i23 2310
k32 i24 49
k32 i25 334
k32 i26 266
k32 i27 36
k32 i28 1279
k32 F101 147
k32 F102 392
k32 F103 145
k32 F104 179
k32 F105 251
k32 F106 286
k32 F107 81
k32 F108 217
k32 F109 214
k32 F110 59
k32 k1 194
k32 k2 118
k32 k3 147
k32 k4 668
k32 k5 271
k32 k6 49
k32 k7 527
k32 k8 230
k32 k9 322
k32 k10 224
k32 k11 211
k32 k12 179
k32 k13 277
k32 k14 239
k32 k15 36
